date,card_en,card_zh,grading_company,grade,psa_grade,price_usd,price_twd,exchange_rate,source,source_platform,listed_price_usd,actual_price_usd,original_price_display,sale_type,owned,url,source_url,data_origin,reconciled_from,rate_basis
2023-08-13,Chansey,吉利蛋,PSA,8,PSA 8,198,6237,31.5,Fanatics,Fanatics,198,198,$198,Auction,,https://www.fanaticscollect.com/weekly/2b9ffb38-3068-11ee-9976-0a0499cdfef5,https://www.fanaticscollect.com/weekly/2b9ffb38-3068-11ee-9976-0a0499cdfef5,combined_graded.xlsx,price_history.csv (2023-08-13),existing price_history.csv rate for date
2023-08-13,Alakazam,胡地,PSA,8,PSA 8,240,7560,31.5,Fanatics,Fanatics,240,240,$240,Auction,,https://www.fanaticscollect.com/weekly/2af9d49c-3068-11ee-bcc3-0a0499cdfef5,https://www.fanaticscollect.com/weekly/2af9d49c-3068-11ee-bcc3-0a0499cdfef5,combined_graded.xlsx,price_history.csv (2023-08-13),existing price_history.csv rate for date
2023-08-13,Magneton,三合一磁怪,PSA,8,PSA 8,113,3560,31.5,Fanatics,Fanatics,,113,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-13,Poliwrath,蚊香士,PSA,9,PSA 9,288,9072,31.5,Fanatics,Fanatics,288,288,$288,Auction,,https://www.fanaticscollect.com/weekly/82dfd6ae-2571-11ee-85ab-0a58a9feac02,https://www.fanaticscollect.com/weekly/82dfd6ae-2571-11ee-85ab-0a58a9feac02,combined_graded.xlsx,price_history.csv (2023-08-13),existing price_history.csv rate for date
2023-08-13,Poliwrath,蚊香士,PSA,9,PSA 9,300,9450,31.5,Fanatics,Fanatics,300,300,$300,Auction,,https://www.fanaticscollect.com/weekly/29045798-3068-11ee-8a23-0a0499cdfef5,https://www.fanaticscollect.com/weekly/29045798-3068-11ee-8a23-0a0499cdfef5,combined_graded.xlsx,price_history.csv (2023-08-13),existing price_history.csv rate for date
2023-08-13,Mew,2006 傳說締造者 夢幻,PSA,8,PSA 8,31.2,983,31.5,Fanatics,Fanatics,,31.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-06,Blastoise,水箭龜,PSA,8,PSA 8,540,17010,31.5,Fanatics,Fanatics,540,540,$540,Auction,,https://www.fanaticscollect.com/weekly/6e2f6552-22cf-11ee-b379-02960c628fc7,https://www.fanaticscollect.com/weekly/6e2f6552-22cf-11ee-b379-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Pikachu,皮卡丘,PSA,9,PSA 9,150,4725,31.5,eBay,eBay,,150,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-06,Zapdos,閃電鳥,PSA,8,PSA 8,162,5103,31.5,Fanatics,Fanatics,162,162,$162,Auction,,https://www.fanaticscollect.com/weekly/6e29f838-22cf-11ee-8a97-02960c628fc7,https://www.fanaticscollect.com/weekly/6e29f838-22cf-11ee-8a97-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Chansey,吉利蛋,PSA,8,PSA 8,180,5670,31.5,Fanatics,Fanatics,180,180,$180,Auction,,https://www.fanaticscollect.com/weekly/6e28148c-22cf-11ee-b4cb-02960c628fc7,https://www.fanaticscollect.com/weekly/6e28148c-22cf-11ee-b4cb-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Alakazam,胡地,PSA,8,PSA 8,216,6804,31.5,Fanatics,Fanatics,216,216,$216,Auction,,https://www.fanaticscollect.com/weekly/6e332700-22cf-11ee-b7e2-02960c628fc7,https://www.fanaticscollect.com/weekly/6e332700-22cf-11ee-b7e2-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Nidoking,尼多王,PSA,8.5,PSA 8.5,168,5292,31.5,Fanatics,Fanatics,168,168,$168,Auction,,https://www.fanaticscollect.com/weekly/6e389d66-22cf-11ee-bf1b-02960c628fc7,https://www.fanaticscollect.com/weekly/6e389d66-22cf-11ee-bf1b-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Raichu,雷丘,PSA,8,PSA 8,162,5103,31.5,Fanatics,Fanatics,162,162,$162,Auction,,https://www.fanaticscollect.com/weekly/6e34fba2-22cf-11ee-8d72-02960c628fc7,https://www.fanaticscollect.com/weekly/6e34fba2-22cf-11ee-8d72-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Magneton,三合一磁怪,PSA,8,PSA 8,103,3245,31.5,Fanatics,Fanatics,,103,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-06,Hitmonchan,快拳郎,PSA,8,PSA 8,150,4725,31.5,Fanatics,Fanatics,150,150,$150,Auction,,https://www.fanaticscollect.com/weekly/6e2d98d0-22cf-11ee-be1e-02960c628fc7,https://www.fanaticscollect.com/weekly/6e2d98d0-22cf-11ee-be1e-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Poliwrath,蚊香泳士(快泳蛙),PSA,8,PSA 8,103,3245,31.5,Fanatics,Fanatics,,103,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-06,Gengar,2006 傳說締造者 耿鬼,PSA,8,PSA 8,44.4,1399,31.5,Fanatics,Fanatics,,44.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-06,Mew,2006 傳說締造者 夢幻,PSA,9,PSA 9,86.4,2722,31.5,Fanatics,Fanatics,,86.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-08-06,Mew,2006 傳說締造者 夢幻,PSA,8,PSA 8,24,756,31.5,Fanatics,Fanatics,,24,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-07-30,Pikachu,皮卡丘,PSA,10,PSA 10,919,28949,31.5,eBay,eBay,,919,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-07-16,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,25.2,794,31.5,Fanatics,Fanatics,,25.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-07-09,Pikachu (Jungle),2000叢林皮卡丘,PSA,8,PSA 8,18,567,31.5,Fanatics,Fanatics,,18,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-06-18,Zapdos,閃電鳥,PSA,9,PSA 9,504,15876,31.5,Fanatics,Fanatics,504,504,$504,Auction,,https://www.fanaticscollect.com/weekly/e3065cf6-0352-11ee-b3db-0a0a169be585,https://www.fanaticscollect.com/weekly/e3065cf6-0352-11ee-b3db-0a0a169be585,combined_graded.xlsx,price_history.csv (2023-06-18),existing price_history.csv rate for date
2023-06-11,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,26.4,818,31,Fanatics,Fanatics,,26.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-04-16,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,108,3348,31,Fanatics,Fanatics,,108,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-04-16,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,31.2,967,31,Fanatics,Fanatics,,31.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-04-03,Raichu,雷丘,BGS,8.5,BGS 8.5,300,9300,31,Fanatics,Fanatics,,300,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-04-02,Pikachu (Jungle),2000叢林皮卡丘,PSA,8.5,PSA 8.5,15.6,484,31,Fanatics,Fanatics,,15.6,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-26,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,20.4,622,30.5,Fanatics,Fanatics,,20.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-19,Mew,2006 傳說締造者 夢幻,PSA,9,PSA 9,79.2,2416,30.5,Fanatics,Fanatics,,79.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-19,Pikachu (Jungle),2000叢林皮卡丘,PSA,9.5,PSA 9.5,74.4,2269,30.5,Fanatics,Fanatics,,74.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-12,Gengar,2006 傳說締造者 耿鬼,PSA,9,PSA 9,86.4,2635,30.5,Fanatics,Fanatics,,86.4,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-12,Gengar,2006 傳說締造者 耿鬼,PSA,9,PSA 9,91.2,2782,30.5,Fanatics,Fanatics,,91.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-12,Mew,2006 傳說締造者 夢幻,PSA,10,PSA 10,1200,36600,30.5,Fanatics,Fanatics,,1200,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-03-05,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,76.8,2342,30.5,Fanatics,Fanatics,,76.8,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-02-13,Magneton,三合一磁怪,BGS,9,BGS 9,210,6405,30.5,Fanatics,Fanatics,,210,,,,,,price_history.csv,,existing price_history.csv rate for date
2023-01-08,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,180,5490,30.5,Fanatics,Fanatics,,180,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-12-25,Charmander,小火龍,PSA,8,PSA 8,31,930,30,Fanatics,Fanatics,,31,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-12-25,Squirtle,傑尼龜,PSA,9,PSA 9,30,900,30,Fanatics,Fanatics,30,30,$30,Auction,,https://www.fanaticscollect.com/weekly/4031b5a2-6f23-11ed-b59a-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031b5a2-6f23-11ed-b59a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-25),existing price_history.csv rate for date
2022-12-25,Squirtle,傑尼龜,PSA,9,PSA 9,29,870,30,Fanatics,Fanatics,,29,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-12-18,Pikachu,皮卡丘,PSA,6,PSA 6,19,570,30,Fanatics,Fanatics,,19,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-12-18,Charmander,小火龍,PSA,8,PSA 8,23,690,30,Fanatics,Fanatics,,23,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-12-18,Charmander,小火龍,PSA,7,PSA 7,18,540,30,Fanatics,Fanatics,18,18,$18,Auction,,https://www.fanaticscollect.com/weekly/40319a2c-6f23-11ed-96bc-0a58a9feac02,https://www.fanaticscollect.com/weekly/40319a2c-6f23-11ed-96bc-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-18),existing price_history.csv rate for date
2022-12-18,Squirtle,傑尼龜,PSA,9,PSA 9,41,1230,30,Fanatics,Fanatics,,41,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-12-04,Pikachu (Jungle),2000叢林皮卡丘,PSA,8,PSA 8,16.8,496,29.5,Fanatics,Fanatics,,16.8,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-11-27,Pikachu,皮卡丘,PSA,9,PSA 9,40,1200,30,Fanatics,Fanatics,,40,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-11-27,Chansey,吉利蛋,PSA,6,PSA 6,31,930,30,Fanatics,Fanatics,,31,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-11-27,Hitmonchan,快拳郎,PSA,6,PSA 6,36,1080,30,Fanatics,Fanatics,36,36,$36,Auction,,https://www.fanaticscollect.com/weekly/4204f84e-6f23-11ed-a501-0a58a9feac02,https://www.fanaticscollect.com/weekly/4204f84e-6f23-11ed-a501-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-11-27),existing price_history.csv rate for date
2022-11-27,Bulbasaur,妙蛙種子,PSA,9,PSA 9,50,1500,30,Fanatics,Fanatics,,50,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-11-27,Charmander,小火龍,PSA,8,PSA 8,62,1860,30,Fanatics,Fanatics,,62,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-08-14,Charmander,小火龍,PSA,10,PSA 10,690,20700,30,Fanatics,Fanatics,690,690,$690,Auction,,https://www.fanaticscollect.com/weekly/30339396-6f23-11ed-8f35-0a58a9feac02,https://www.fanaticscollect.com/weekly/30339396-6f23-11ed-8f35-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-14),existing price_history.csv rate for date
2022-08-07,Pikachu,皮卡丘,PSA,9,PSA 9,408,12240,30,Fanatics,Fanatics,408,408,$408,Auction,,https://www.fanaticscollect.com/weekly/30336312-6f23-11ed-8f75-0a58a9feac02,https://www.fanaticscollect.com/weekly/30336312-6f23-11ed-8f75-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-07),existing price_history.csv rate for date
2022-08-07,Bulbasaur,妙蛙種子,PSA,9,PSA 9,144,4320,30,Fanatics,Fanatics,144,144,$144,Auction,,https://www.fanaticscollect.com/weekly/3033624a-6f23-11ed-bb57-0a58a9feac02,https://www.fanaticscollect.com/weekly/3033624a-6f23-11ed-bb57-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-07),existing price_history.csv rate for date
2022-08-07,Squirtle,傑尼龜,PSA,9,PSA 9,144,4320,30,Fanatics,Fanatics,144,144,$144,Auction,,https://www.fanaticscollect.com/weekly/3033864e-6f23-11ed-a333-0a58a9feac02,https://www.fanaticscollect.com/weekly/3033864e-6f23-11ed-a333-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-07),existing price_history.csv rate for date
2022-08-07,Magikarp,鯉魚王,PSA,9,PSA 9,54,1620,30,Fanatics,Fanatics,54,54,$54,Auction,,https://www.fanaticscollect.com/weekly/30335bba-6f23-11ed-80c8-0a58a9feac02,https://www.fanaticscollect.com/weekly/30335bba-6f23-11ed-80c8-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-07),existing price_history.csv rate for date
2022-07-31,Charizard,噴火龍,PSA,8,PSA 8,2760,82800,30,Fanatics,Fanatics,2760,2760,"$2,760",Auction,Auction,https://www.fanaticscollect.com/weekly/32fd3b90-6f23-11ed-aa94-0a58a9feac02,https://www.fanaticscollect.com/weekly/32fd3b90-6f23-11ed-aa94-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-07-31),existing price_history.csv rate for date
2022-07-10,Charizard,噴火龍,PSA,9,PSA 9,5040,151200,30,Fanatics,Fanatics,5040,5040,"$5,040",Auction,Auction,https://www.fanaticscollect.com/weekly/3049797c-6f23-11ed-a92a-0a58a9feac02,https://www.fanaticscollect.com/weekly/3049797c-6f23-11ed-a92a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-07-10),existing price_history.csv rate for date
2022-07-10,Blastoise,水箭龜,PSA,9,PSA 9,990,29700,30,Fanatics,Fanatics,990,990,$990,Auction,,https://www.fanaticscollect.com/weekly/30497a4e-6f23-11ed-a4f7-0a58a9feac02,https://www.fanaticscollect.com/weekly/30497a4e-6f23-11ed-a4f7-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-07-10),existing price_history.csv rate for date
2022-07-10,Venusaur,妙蛙花,PSA,9,PSA 9,720,21600,30,Fanatics,Fanatics,720,720,$720,Auction,,https://www.fanaticscollect.com/weekly/30497b20-6f23-11ed-b155-0a58a9feac02,https://www.fanaticscollect.com/weekly/30497b20-6f23-11ed-b155-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-07-10),existing price_history.csv rate for date
2022-06-19,Pikachu,皮卡丘,BGS,9.5,BGS 9.5,300,8850,29.5,Fanatics,Fanatics,,300,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-05-22,Gyarados,暴鯉龍,PSA,8,PSA 8,192,5664,29.5,Fanatics,Fanatics,192,192,$192,Auction,,https://www.fanaticscollect.com/weekly/288a3b40-6f23-11ed-bc69-0a58a9feac02,https://www.fanaticscollect.com/weekly/288a3b40-6f23-11ed-bc69-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-05-22),existing price_history.csv rate for date
2022-05-22,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,252,7434,29.5,Fanatics,Fanatics,,252,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-05-15,Poliwrath,蚊香士,PSA,9,PSA 9,192,5760,30,Fanatics,Fanatics,192,192,$192,Auction,,https://www.fanaticscollect.com/weekly/27d4e146-6f23-11ed-a169-0a58a9feac02,https://www.fanaticscollect.com/weekly/27d4e146-6f23-11ed-a169-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-05-15),existing price_history.csv rate for date
2022-05-08,Blastoise,水箭龜,BGS,8,BGS 8,360,10260,28.5,Fanatics,Fanatics,,360,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-05-08,Gengar,2006 傳說締造者 耿鬼,BGS,9.5,BGS 9.5,138,3933,28.5,Fanatics,Fanatics,,138,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-05-08,Mew,2006 傳說締造者 夢幻,BGS,9.5,BGS 9.5,138,3933,28.5,Fanatics,Fanatics,,138,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-04-10,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,180,5310,29.5,Fanatics,Fanatics,,180,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-04-03,Charizard,噴火龍,PSA,9,PSA 9,4920,145140,29.5,Fanatics,Fanatics,4920,4920,"$4,920",Auction,Auction,https://www.fanaticscollect.com/weekly/238bda0e-6f23-11ed-b3c5-0a58a9feac02,https://www.fanaticscollect.com/weekly/238bda0e-6f23-11ed-b3c5-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-04-03),existing price_history.csv rate for date
2022-04-03,Blastoise,水箭龜,PSA,9,PSA 9,1440,42480,29.5,Fanatics,Fanatics,1440,1440,"$1,440",Auction,Auction,https://www.fanaticscollect.com/weekly/238bdae0-6f23-11ed-b926-0a58a9feac02,https://www.fanaticscollect.com/weekly/238bdae0-6f23-11ed-b926-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-04-03),existing price_history.csv rate for date
2022-03-04,Charizard,噴火龍,PSA,9,PSA 9,3960,116820,29.5,Heritage,Heritage,,3960,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Mewtwo,超夢,BGS,9,BGS 9,324,9234,28.5,Fanatics,Fanatics,,324,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Chansey,吉利蛋,BGS,9,BGS 9,222,6327,28.5,Fanatics,Fanatics,,222,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Gyarados,暴鯉龍,BGS,9,BGS 9,252,7182,28.5,Fanatics,Fanatics,,252,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Ninetales,九尾,BGS,9,BGS 9,198,5643,28.5,Fanatics,Fanatics,,198,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Raichu,雷丘,BGS,8.5,BGS 8.5,192,5472,28.5,Fanatics,Fanatics,,192,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Clefairy,皮皮,BGS,9,BGS 9,186,5301,28.5,Fanatics,Fanatics,,186,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-20,Hitmonchan,快拳郎(艾比郎),BGS,9,BGS 9,192,5472,28.5,Fanatics,Fanatics,,192,,,,,,price_history.csv,,existing price_history.csv rate for date
2022-02-13,Charizard,噴火龍,PSA,7,PSA 7,1710,50445,29.5,Fanatics,Fanatics,1710,1710,"$1,710",Auction,Auction,https://www.fanaticscollect.com/weekly/2015af6c-6f23-11ed-9ae3-0a58a9feac02,https://www.fanaticscollect.com/weekly/2015af6c-6f23-11ed-9ae3-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-02-13),existing price_history.csv rate for date
2022-02-13,Blastoise,水箭龜,PSA,8,PSA 8,420,12390,29.5,Fanatics,Fanatics,420,420,$420,Auction,,https://www.fanaticscollect.com/weekly/2015b03e-6f23-11ed-9647-0a58a9feac02,https://www.fanaticscollect.com/weekly/2015b03e-6f23-11ed-9647-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-02-13),existing price_history.csv rate for date
2022-02-06,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,43.2,1274,29.5,Fanatics,Fanatics,,43.2,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-08-16,Ninetales,九尾,BGS,9,BGS 9,315,8820,28,Fanatics,Fanatics,,315,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-07-28,Charizard,噴火龍,PSA,8,PSA 8,3050,85400,28,Fanatics,Fanatics,3050,3050,"$3,050",Auction,Auction,https://www.fanaticscollect.com/monthly/0f69fb00-6f23-11ed-a802-0a58a9feac02,https://www.fanaticscollect.com/monthly/0f69fb00-6f23-11ed-a802-0a58a9feac02,combined_graded.xlsx,price_history.csv (2021-07-28),existing price_history.csv rate for date
2021-07-28,Machamp,怪力,PSA,8,PSA 8,190,5320,28,Fanatics,Fanatics,,190,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-07-28,Clefairy,皮皮,PSA,8,PSA 8,181,5068,28,Fanatics,Fanatics,,181,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-07-28,Hitmonchan,快拳郎,PSA,9,PSA 9,355,9940,28,Fanatics,Fanatics,355,355,$355,Auction,,https://www.fanaticscollect.com/monthly/0c8a1424-6f23-11ed-945b-0a58a9feac02,https://www.fanaticscollect.com/monthly/0c8a1424-6f23-11ed-945b-0a58a9feac02,combined_graded.xlsx,price_history.csv (2021-07-28),existing price_history.csv rate for date
2021-07-28,Mew EX,2006 傳說締造者 夢幻EX,BGS,9.5,BGS 9.5,405,11340,28,Fanatics,Fanatics,,405,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-07-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,43,1204,28,Fanatics,Fanatics,,43,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-06-27,Poliwrath,蚊香士,PSA,9,PSA 9,317,8876,28,Fanatics,Fanatics,317,317,$317,Auction,,https://www.fanaticscollect.com/monthly/08fce728-6f23-11ed-947a-0a58a9feac02,https://www.fanaticscollect.com/monthly/08fce728-6f23-11ed-947a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2021-06-27),existing price_history.csv rate for date
2021-06-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,8.5,PSA 8.5,51,1428,28,Fanatics,Fanatics,,51,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-06-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,425,11900,28,Fanatics,Fanatics,,425,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-06-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,104,2912,28,Fanatics,Fanatics,,104,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-06-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,104,2912,28,Fanatics,Fanatics,,104,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-30,Hitmonchan,快拳郎(艾比郎),BGS,8.5,BGS 8.5,185,5180,28,Fanatics,Fanatics,,185,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-28,Charizard,噴火龍,PSA,8,PSA 8,4005,112140,28,Fanatics,Fanatics,4005,4005,"$4,005",Auction,Auction,https://www.fanaticscollect.com/monthly/0575df60-6f23-11ed-977f-0a58a9feac02,https://www.fanaticscollect.com/monthly/0575df60-6f23-11ed-977f-0a58a9feac02,combined_graded.xlsx,price_history.csv (2021-05-28),existing price_history.csv rate for date
