date,card_en,card_zh,grading_company,grade,psa_grade,price_usd,price_twd,exchange_rate,source,source_platform,listed_price_usd,actual_price_usd,original_price_display,sale_type,owned,url,source_url,data_origin,reconciled_from,rate_basis
2021-05-28,Venusaur,妙蛙花,PSA,9,PSA 9,1125,31500,28,Fanatics,Fanatics,,1125,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-28,Venusaur,妙蛙花,BGS,8.5,BGS 8.5,512,14336,28,Fanatics,Fanatics,,512,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-28,Pikachu,皮卡丘,BGS,9.5,BGS 9.5,710,19880,28,Fanatics,Fanatics,,710,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-28,Pikachu,皮卡丘,BGS,9,BGS 9,455,12740,28,Fanatics,Fanatics,,455,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,335,9380,28,Fanatics,Fanatics,,335,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,322,9016,28,Fanatics,Fanatics,,322,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-22,Raichu,雷丘,BGS,9,BGS 9,325,9100,28,Fanatics,Fanatics,,325,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-08,Chansey,吉利蛋,BGS,8.5,BGS 8.5,250,7000,28,Fanatics,Fanatics,,250,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-08,Alakazam,胡地,BGS,8.5,BGS 8.5,250,7000,28,Fanatics,Fanatics,,250,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-05-07,Gyarados,暴鯉龍,BGS,8.5,BGS 8.5,350,9800,28,Fanatics,Fanatics,,350,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-04-27,Charizard,噴火龍,PSA,9,PSA 9,8130,227640,28,Fanatics,Fanatics,,8130,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-04-27,Blastoise,水箭龜,PSA,8,PSA 8,760,21280,28,Fanatics,Fanatics,,760,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-04-27,Venusaur,妙蛙花,PSA,9,PSA 9,1045,29260,28,Fanatics,Fanatics,,1045,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-04-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,215.5,6034,28,Fanatics,Fanatics,,215.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-04-26,Charizard,噴火龍,BGS,7,BGS 7,1725,48300,28,Fanatics,Fanatics,,1725,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-03-28,Blastoise,水箭龜,PSA,8,PSA 8,1050,29400,28,Fanatics,Fanatics,,1050,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-02-27,Blastoise,水箭龜,BGS,8,BGS 8,910,25480,28,Fanatics,Fanatics,,910,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-02-27,Venusaur,妙蛙花,BGS,8.5,BGS 8.5,1125,31500,28,Fanatics,Fanatics,,1125,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-01-31,Charizard,噴火龍,PSA,6,PSA 6,1975,55300,28,Fanatics,Fanatics,,1975,,,,,,price_history.csv,,existing price_history.csv rate for date
2021-01-27,Mewtwo,超夢,PSA,9,PSA 9,760,21280,28,PWCC,PWCC,,760,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-12-28,Nidoking,尼多王,PSA,7,PSA 7,103,3039,29.5,PWCC,PWCC,,103,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-12-28,Machamp,怪力,PSA,6,PSA 6,84,2478,29.5,PWCC,PWCC,,84,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-11-25,Venusaur,妙蛙花,PSA,7,PSA 7,460,13570,29.5,Fanatics,Fanatics,,460,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Chansey,吉利蛋,PSA,8,PSA 8,160,4720,29.5,PWCC,PWCC,,160,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Alakazam,胡地,PSA,7,PSA 7,111,3275,29.5,PWCC,PWCC,,111,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Raichu,雷丘,PSA,6,PSA 6,76,2242,29.5,PWCC,PWCC,,76,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Clefairy,皮皮,PSA,6,PSA 6,42,1239,29.5,PWCC,PWCC,,42,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Magneton,三合一磁怪,PSA,9,PSA 9,272,8024,29.5,PWCC,PWCC,,272,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Bulbasaur,妙蛙種子,PSA,9,PSA 9,48,1416,29.5,PWCC,PWCC,,48,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Squirtle,傑尼龜,PSA,7,PSA 7,51,1505,29.5,PWCC,PWCC,,51,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Squirtle,傑尼龜,PSA,6,PSA 6,26,767,29.5,PWCC,PWCC,,26,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Magikarp,鯉魚王,PSA,9,PSA 9,102.5,3024,29.5,Fanatics,Fanatics,,102.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,152.5,4499,29.5,Fanatics,Fanatics,,152.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-09-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,152.5,4499,29.5,Fanatics,Fanatics,,152.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-08-31,Ninetales,九尾,PSA,9,PSA 9,279,8231,29.5,PWCC,PWCC,,279,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Blastoise,水箭龜,PSA,9,PSA 9,1913,56434,29.5,PWCC,PWCC,,1913,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Venusaur,妙蛙花,PSA,9,PSA 9,1125,33188,29.5,PWCC,PWCC,,1125,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Mewtwo,超夢,PSA,9,PSA 9,455,13423,29.5,PWCC,PWCC,,455,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Zapdos,閃電鳥,PSA,9,PSA 9,380,11210,29.5,PWCC,PWCC,,380,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Chansey,吉利蛋,PSA,9,PSA 9,393,11594,29.5,PWCC,PWCC,,393,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Alakazam,胡地,PSA,9,PSA 9,380,11210,29.5,PWCC,PWCC,,380,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Gyarados,暴鯉龍,PSA,9,PSA 9,405,11948,29.5,PWCC,PWCC,,405,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Nidoking,尼多王,PSA,9,PSA 9,330,9735,29.5,PWCC,PWCC,,330,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Machamp,怪力,PSA,8,PSA 8,271,7995,29.5,PWCC,PWCC,,271,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Raichu,雷丘,PSA,9,PSA 9,360,10620,29.5,PWCC,PWCC,,360,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Clefairy,皮皮,PSA,9,PSA 9,305,8998,29.5,PWCC,PWCC,,305,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Magneton,三合一磁怪,PSA,8,PSA 8,153,4514,29.5,PWCC,PWCC,,153,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Hitmonchan,快拳郎(艾比郎),PSA,8,PSA 8,153,4514,29.5,PWCC,PWCC,,153,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Poliwrath,蚊香泳士(快泳蛙),PSA,9,PSA 9,300,8850,29.5,PWCC,PWCC,,300,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,202.5,5974,29.5,Fanatics,Fanatics,,202.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-07-27,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,36,1062,29.5,Fanatics,Fanatics,,36,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-06-28,Mewtwo,超夢,PSA,8,PSA 8,193,5694,29.5,PWCC,PWCC,,193,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-06-28,Nidoking,尼多王,PSA,9,PSA 9,178,5251,29.5,PWCC,PWCC,,178,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-06-28,Magneton,三合一磁怪,PSA,9,PSA 9,166,4897,29.5,PWCC,PWCC,,166,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-06-28,Hitmonchan,快拳郎(艾比郎),PSA,9,PSA 9,178,5251,29.5,PWCC,PWCC,,178,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-06-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,122.5,3614,29.5,Fanatics,Fanatics,,122.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2020-01-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,9,PSA 9,22,649,29.5,Fanatics,Fanatics,,22,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-12-23,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,24.5,760,31,Fanatics,Fanatics,,24.5,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-11-26,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,39,1209,31,Fanatics,Fanatics,,39,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-10-30,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,45,1395,31,Fanatics,Fanatics,,45,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-07-30,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,56,1736,31,Fanatics,Fanatics,,56,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Blastoise,水箭龜,PSA,9,PSA 9,365,11315,31,PWCC,PWCC,,365,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Venusaur,妙蛙花,PSA,9,PSA 9,105,3255,31,PWCC,PWCC,,105,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Zapdos,閃電鳥,PSA,9,PSA 9,100,3100,31,PWCC,PWCC,,100,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Chansey,吉利蛋,PSA,9,PSA 9,103,3193,31,PWCC,PWCC,,103,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Alakazam,胡地,PSA,8,PSA 8,86,2666,31,PWCC,PWCC,,86,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Gyarados,暴鯉龍,PSA,9,PSA 9,128,3968,31,PWCC,PWCC,,128,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Nidoking,尼多王,PSA,9,PSA 9,51,1581,31,PWCC,PWCC,,51,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Machamp,怪力,PSA,9,PSA 9,20,620,31,PWCC,PWCC,,20,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Ninetales,九尾,PSA,9,PSA 9,32,992,31,PWCC,PWCC,,32,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Hitmonchan,快拳郎(艾比郎),PSA,8,PSA 8,51,1581,31,PWCC,PWCC,,51,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-05-28,Pikachu (Jungle),2000叢林皮卡丘,PSA,10,PSA 10,61,1891,31,Fanatics,Fanatics,,61,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-03-27,Blastoise,水箭龜,PSA,8,PSA 8,103,3193,31,PWCC,PWCC,,103,,,,,,price_history.csv,,existing price_history.csv rate for date
2019-03-27,Chansey,吉利蛋,PSA,9,PSA 9,45,1395,31,PWCC,PWCC,,45,,,,,,price_history.csv,,existing price_history.csv rate for date
2018-11-20,Blastoise,水箭龜,PSA,8,PSA 8,67,2077,31,PWCC,PWCC,,67,,,,,,price_history.csv,,existing price_history.csv rate for date
2018-11-20,Venusaur,妙蛙花,PSA,9,PSA 9,77,2387,31,PWCC,PWCC,,77,,,,,,price_history.csv,,existing price_history.csv rate for date
2018-11-20,Zapdos,閃電鳥,PSA,9,PSA 9,57,1767,31,PWCC,PWCC,,57,,,,,,price_history.csv,,existing price_history.csv rate for date
2018-11-20,Alakazam,胡地,PSA,7,PSA 7,22,682,31,PWCC,PWCC,,22,,,,,,price_history.csv,,existing price_history.csv rate for date
2018-11-20,Gyarados,暴鯉龍,PSA,9,PSA 9,43,1333,31,PWCC,PWCC,,43,,,,,,price_history.csv,,existing price_history.csv rate for date
2018-02-25,Venusaur,妙蛙花,PSA,10,PSA 10,245,7473,30.5,PWCC,PWCC,,245,,,,,,price_history.csv,,existing price_history.csv rate for date
2026-07-19,Bulbasaur,妙蛙種子,PSA,9,PSA 9,98.4,3178,32.3,Fanatics,Fanatics,98.4,98.4,$98.40,Auction,,https://www.fanaticscollect.com/weekly/859c7890-7c6f-11f1-94a8-0a58a9feac02,https://www.fanaticscollect.com/weekly/859c7890-7c6f-11f1-94a8-0a58a9feac02,combined_graded.xlsx,price_history.csv (2026-07-19),existing price_history.csv rate for date
2026-07-05,Gengar,耿鬼,CGC,9,CGC 9 MINT,301,9722,32.3,eBay,eBay via 130point,301,301,$301.00 USD,Auction,,https://ebay.com/itm/307024347352?nordt=true,https://ebay.com/itm/307024347352?nordt=true,combined_graded.xlsx,price_history.csv (2026-07-05),existing price_history.csv rate for date
2026-07-04,Hitmonchan,快拳郎,PSA,8,PSA 8,550,17765,32.3,eBay,eBay via 130point,575,550,$550.00 USD,Best Offer Accepted,,https://ebay.com/itm/227240725154?nordt=true,https://ebay.com/itm/227240725154?nordt=true,combined_graded.xlsx,price_history.csv (2026-07-04),existing price_history.csv rate for date
2026-06-16,Machamp,怪力,PSA,7,PSA 7,200,6460,32.3,eBay,eBay via 130point,300,200,$200.00 USD,Best Offer Accepted,,https://ebay.com/itm/298417619115?nordt=true,https://ebay.com/itm/298417619115?nordt=true,combined_graded.xlsx,price_history.csv (2026-06-16),existing price_history.csv rate for date
2026-06-13,Pikachu,皮卡丘,PSA,8,PSA 8,300,9690,32.3,eBay,eBay via 130point,300,300,$300.00 USD,Fixed Price,,https://ebay.com/itm/398039285976?nordt=true,https://ebay.com/itm/398039285976?nordt=true,combined_graded.xlsx,price_history.csv (2026-06-13),existing price_history.csv rate for date
2026-06-07,Squirtle,傑尼龜,RAW,RAW,Raw,49.7,1605,32.3,eBay,eBay via 130point,129.5,49.7,$49.70 USD,Best Offer Accepted,,https://ebay.com/itm/306926356391?nordt=true,https://ebay.com/itm/306926356391?nordt=true,combined_graded.xlsx,price_history.csv (2026-06-07),existing price_history.csv rate for date
2026-05-24,Magikarp,鯉魚王,CGC,9,CGC 9,76.8,2481,32.3,Fanatics,Fanatics,76.8,76.8,$76.80,Auction,,https://www.fanaticscollect.com/weekly/c586abac-4d75-11f1-921b-027004a3c7d9,https://www.fanaticscollect.com/weekly/c586abac-4d75-11f1-921b-027004a3c7d9,combined_graded.xlsx,price_history.csv (2026-05-24),existing price_history.csv rate for date
2026-05-24,Pikachu,皮卡丘,CGC,8.5,CGC 8.5,252,8140,32.3,Fanatics,Fanatics,252,252,$252,Auction,,https://www.fanaticscollect.com/weekly/c584bc98-4d75-11f1-a367-027004a3c7d9,https://www.fanaticscollect.com/weekly/c584bc98-4d75-11f1-a367-027004a3c7d9,combined_graded.xlsx,price_history.csv (2026-05-24),existing price_history.csv rate for date
2026-05-14,Pikachu,皮卡丘,CGC,10,CGC 10,674.5,21786,32.3,eBay,eBay via 130point,674.5,674.5,$674.50 USD,Fixed Price,,https://ebay.com/itm/226689994762?nordt=true,https://ebay.com/itm/226689994762?nordt=true,combined_graded.xlsx,price_history.csv (2026-05-14),existing price_history.csv rate for date
2026-05-12,Magikarp,鯉魚王,RAW,RAW,Raw,222,7171,32.3,eBay,eBay via 130point,222,222,$222.00 USD,Fixed Price,,https://ebay.com/itm/137167096887?nordt=true,https://ebay.com/itm/137167096887?nordt=true,combined_graded.xlsx,price_history.csv (2026-05-12),existing price_history.csv rate for date
2026-05-06,Hitmonchan,快拳郎,CGC,8.5,CGC 8.5,230,7429,32.3,Fanatics,Fanatics,230,230,$230,Buy Now,,https://www.fanaticscollect.com/buy-now/74297c74-b03c-4f69-a50d-d191bbbb747e,https://www.fanaticscollect.com/buy-now/74297c74-b03c-4f69-a50d-d191bbbb747e,combined_graded.xlsx,price_history.csv (2026-05-06),existing price_history.csv rate for date
2026-05-02,Wartortle,卡咪龜,CGC,9,CGC 9,64.5,2083,32.3,eBay,eBay via 130point,64.5,64.5,$64.50 USD,Fixed Price,,https://ebay.com/itm/226731365020?nordt=true,https://ebay.com/itm/226731365020?nordt=true,combined_graded.xlsx,price_history.csv (2026-05-02),existing price_history.csv rate for date
2026-04-29,Zapdos,閃電鳥,CGC,8,CGC 8,350,11305,32.3,eBay,eBay via 130point,444,350,$350.00 USD,Best Offer Accepted,,https://ebay.com/itm/117165429435?nordt=true,https://ebay.com/itm/117165429435?nordt=true,combined_graded.xlsx,price_history.csv (2026-04-29),existing price_history.csv rate for date
2026-04-28,Squirtle,傑尼龜,CGC,9,CGC 9,87.5,2826,32.3,eBay,eBay via 130point,87.5,87.5,$87.50 USD,Fixed Price,,https://ebay.com/itm/326791790220?nordt=true,https://ebay.com/itm/326791790220?nordt=true,combined_graded.xlsx,price_history.csv (2026-04-28),existing price_history.csv rate for date
2026-04-02,Squirtle,傑尼龜,CGC,9,CGC 9,87.5,2826,32.3,eBay,eBay via 130point,87.5,87.5,$87.50 USD,Fixed Price,,https://ebay.com/itm/226625548439?nordt=true,https://ebay.com/itm/226625548439?nordt=true,combined_graded.xlsx,price_history.csv (2026-04-02),existing price_history.csv rate for date
2026-03-26,Venusaur,妙蛙花,PSA,9,PSA 9,1501.51,48499,32.3,eBay,eBay via 130point,1501.51,1501.51,"$1,275.00 EUR",Best Offer Accepted,Best Offer Accepted,https://ebay.com/itm/116403219652?nordt=true,https://ebay.com/itm/116403219652?nordt=true,combined_graded.xlsx,price_history.csv (2026-03-26),existing price_history.csv rate for date
2026-03-23,Gyarados,暴鯉龍,PSA,9,PSA 9,577.44,18651,32.3,eBay,eBay via 130point,577.44,577.44,$449.00 EUR,Best Offer Accepted,,https://ebay.com/itm/116426582092?nordt=true,https://ebay.com/itm/116426582092?nordt=true,combined_graded.xlsx,price_history.csv (2026-03-23),existing price_history.csv rate for date
2026-03-20,Gengar,耿鬼,CGC,9,CGC 9 MINT,199,6428,32.3,eBay,eBay via 130point,199,199,$199.00 USD,Fixed Price,,https://ebay.com/itm/127572356434?nordt=true,https://ebay.com/itm/127572356434?nordt=true,combined_graded.xlsx,price_history.csv (2026-03-20),existing price_history.csv rate for date
2026-03-19,Chansey,吉利蛋,PSA,8,PSA 8,287.35,9281,32.3,eBay,eBay via 130point,287.35,287.35,$240.00 EUR,Best Offer Accepted,,https://ebay.com/itm/116257824711?nordt=true,https://ebay.com/itm/116257824711?nordt=true,combined_graded.xlsx,price_history.csv (2026-03-19),existing price_history.csv rate for date
2026-03-18,Gyarados,暴鯉龍,PSA,8,PSA 8,287.35,9281,32.3,eBay,eBay via 130point,287.35,287.35,$245.00 EUR,Best Offer Accepted,,https://ebay.com/itm/116072388452?nordt=true,https://ebay.com/itm/116072388452?nordt=true,combined_graded.xlsx,price_history.csv (2026-03-18),existing price_history.csv rate for date
2026-03-14,Pikachu,皮卡丘,PSA,9,PSA 9,919.25,29692,32.3,eBay,eBay via 130point,919.25,919.25,$660.00 EUR,Best Offer Accepted,,https://ebay.com/itm/286784660602?nordt=true,https://ebay.com/itm/286784660602?nordt=true,combined_graded.xlsx,price_history.csv (2026-03-14),existing price_history.csv rate for date
2026-02-22,Charmeleon,火恐龍,CGC,9,CGC 9,43.2,1395,32.3,Fanatics,Fanatics,43.2,43.2,$43.20,Auction,,https://www.fanaticscollect.com/weekly/fd75288a-fcea-11f0-b9e4-0a58a9feac02,https://www.fanaticscollect.com/weekly/fd75288a-fcea-11f0-b9e4-0a58a9feac02,combined_graded.xlsx,price_history.csv (2026-02-22),existing price_history.csv rate for date
2026-02-15,Charmander,小火龍,CGC,8,CGC 8,26.4,853,32.3,Fanatics,Fanatics,26.4,26.4,$26.40,Auction,,https://www.fanaticscollect.com/weekly/e5e659e4-06bf-11f1-9dc5-0a58a9feac02,https://www.fanaticscollect.com/weekly/e5e659e4-06bf-11f1-9dc5-0a58a9feac02,combined_graded.xlsx,price_history.csv (2026-02-15),existing price_history.csv rate for date
2026-02-08,Mewtwo,超夢,CGC,8.5,CGC 8.5,500,16150,32.3,eBay,eBay via 130point,800,500,$500.00 USD,Best Offer Accepted,,https://ebay.com/itm/298001884736?nordt=true,https://ebay.com/itm/298001884736?nordt=true,combined_graded.xlsx,price_history.csv (2026-02-08),existing price_history.csv rate for date
2026-02-07,Mewtwo,超夢,CGC,9,CGC 9,699,22578,32.3,Fanatics,Fanatics,699,699,$699,Buy Now,,https://www.fanaticscollect.com/buy-now/86115a39-7fa4-431c-9bc6-2e60a339db3a,https://www.fanaticscollect.com/buy-now/86115a39-7fa4-431c-9bc6-2e60a339db3a,combined_graded.xlsx,price_history.csv (2026-02-07),existing price_history.csv rate for date
2026-02-01,Poliwrath,蚊香士,CGC,8.5,CGC 8.5,139,4490,32.3,Fanatics,Fanatics,139,139,$139,Buy Now,,https://www.fanaticscollect.com/buy-now/611ead2e-1f90-4ac5-8b02-ca384b6ff2d7,https://www.fanaticscollect.com/buy-now/611ead2e-1f90-4ac5-8b02-ca384b6ff2d7,combined_graded.xlsx,price_history.csv (2026-02-01),existing price_history.csv rate for date
2026-01-24,Poliwrath,蚊香士,PSA,8.5,PSA 8.5,290.7,9390,32.3,eBay,eBay via 130point,290.7,290.7,$290.70 USD,Fixed Price,,https://ebay.com/itm/397279768040?nordt=true,https://ebay.com/itm/397279768040?nordt=true,combined_graded.xlsx,price_history.csv (2026-01-24),existing price_history.csv rate for date
2025-11-30,Bulbasaur,妙蛙種子,PSA,9,PSA 9,64.8,2093,32.3,Fanatics,Fanatics,64.8,64.8,$64.80,Auction,,https://www.fanaticscollect.com/weekly/cd1567f6-c0de-11f0-b237-0aa5a1e132ff,https://www.fanaticscollect.com/weekly/cd1567f6-c0de-11f0-b237-0aa5a1e132ff,combined_graded.xlsx,price_history.csv (2025-11-30),existing price_history.csv rate for date
2025-11-30,Pikachu,皮卡丘,PSA,7,PSA 7,39.6,1279,32.3,Fanatics,Fanatics,39.6,39.6,$39.60,Auction,,https://www.fanaticscollect.com/weekly/37953ea6-b8a3-11f0-b9fe-0a58a9feac02,https://www.fanaticscollect.com/weekly/37953ea6-b8a3-11f0-b9fe-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-11-30),existing price_history.csv rate for date
2025-11-30,Wartortle,卡咪龜,PSA,9,PSA 9,64.8,2093,32.3,Fanatics,Fanatics,64.8,64.8,$64.80,Auction,,https://www.fanaticscollect.com/weekly/cd1323d8-c0de-11f0-818e-0aa5a1e132ff,https://www.fanaticscollect.com/weekly/cd1323d8-c0de-11f0-818e-0aa5a1e132ff,combined_graded.xlsx,price_history.csv (2025-11-30),existing price_history.csv rate for date
2025-11-19,Charmander,小火龍,RAW,RAW,Raw,35,1131,32.3,eBay,eBay via 130point,35,35,$35.00 USD,Fixed Price,,https://ebay.com/itm/136474041864?nordt=true,https://ebay.com/itm/136474041864?nordt=true,combined_graded.xlsx,price_history.csv (2025-11-19),existing price_history.csv rate for date
2025-11-16,Gyarados,暴鯉龍,CGC,AUTH,CGC AUTH,74.4,2403,32.3,Fanatics,Fanatics,74.4,74.4,$74.40,Auction,,https://www.fanaticscollect.com/weekly/fcf01294-b5c3-11f0-b11e-0aaa5cbce8f7,https://www.fanaticscollect.com/weekly/fcf01294-b5c3-11f0-b11e-0aaa5cbce8f7,combined_graded.xlsx,price_history.csv (2025-11-16),existing price_history.csv rate for date
2025-11-16,Pikachu,皮卡丘,PSA,7,PSA 7,49.2,1589,32.3,Fanatics,Fanatics,49.2,49.2,$49.20,Auction,,https://www.fanaticscollect.com/weekly/f5b22ca6-b8a2-11f0-a84e-0a58a9feac02,https://www.fanaticscollect.com/weekly/f5b22ca6-b8a2-11f0-a84e-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-11-16),existing price_history.csv rate for date
2025-11-16,Poliwrath,蚊香士,CGC,AUTH,CGC AUTH,37.2,1202,32.3,Fanatics,Fanatics,37.2,37.2,$37.20,Auction,,https://www.fanaticscollect.com/weekly/fced28b8-b5c3-11f0-977b-02d058758487,https://www.fanaticscollect.com/weekly/fced28b8-b5c3-11f0-977b-02d058758487,combined_graded.xlsx,price_history.csv (2025-11-16),existing price_history.csv rate for date
2025-11-16,Raichu,雷丘,CGC,AUTH,CGC AUTH,69.6,2248,32.3,Fanatics,Fanatics,69.6,69.6,$69.60,Auction,,https://www.fanaticscollect.com/weekly/fd14ac30-b5c3-11f0-b107-062f11f669fd,https://www.fanaticscollect.com/weekly/fd14ac30-b5c3-11f0-b107-062f11f669fd,combined_graded.xlsx,price_history.csv (2025-11-16),existing price_history.csv rate for date
2025-11-08,Blastoise,水箭龜,CGC,8,CGC 8,699,22578,32.3,Fanatics,Fanatics,699,699,$699,Buy Now,,https://www.fanaticscollect.com/fixed/993142a4-55cf-11f0-a0ac-0a58a9feac02,https://www.fanaticscollect.com/fixed/993142a4-55cf-11f0-a0ac-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-11-08),existing price_history.csv rate for date
2025-10-26,Charmander,小火龍,RAW,RAW,Raw,35,1131,32.3,eBay,eBay via 130point,35,35,$35.00 USD,Fixed Price,,https://ebay.com/itm/136583788678?nordt=true,https://ebay.com/itm/136583788678?nordt=true,combined_graded.xlsx,price_history.csv (2025-10-26),existing price_history.csv rate for date
2025-10-26,Charmander,小火龍,PSA,8,PSA 8,39.6,1279,32.3,Fanatics,Fanatics,39.6,39.6,$39.60,Auction,,https://www.fanaticscollect.com/weekly/d259cf98-a00b-11f0-8f3a-0a58a9feac02,https://www.fanaticscollect.com/weekly/d259cf98-a00b-11f0-8f3a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-10-26),existing price_history.csv rate for date
2025-10-26,Gyarados,暴鯉龍,CGC,8,CGC 8,279,9012,32.3,Fanatics,Fanatics,279,279,$279,Buy Now,,https://www.fanaticscollect.com/fixed/992087a2-55cf-11f0-82e1-0a58a9feac02,https://www.fanaticscollect.com/fixed/992087a2-55cf-11f0-82e1-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-10-26),existing price_history.csv rate for date
2025-10-06,Nidoking,尼多王,CGC,9,CGC 9,259,8366,32.3,Fanatics,Fanatics,259,259,$259,Buy Now,,https://www.fanaticscollect.com/fixed/9877e156-55cf-11f0-978a-0a58a9feac02,https://www.fanaticscollect.com/fixed/9877e156-55cf-11f0-978a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2025-10-06),existing price_history.csv rate for date
